sheet,row,title,status,carousell_url,listing_title
Raw Data - Digital Codes,128,Assassin's Creed Shadows,matched (exact),https://www.carousell.sg/p/1433168375/,Assassin’s Creed Shadows Nintendo
Raw Data - Digital Codes,129,PRAGMATA,matched (exact),https://www.carousell.sg/p/1432966029/,PRAGMATA Nintendo
Raw Data - Digital Codes,130,TowerFall,matched (exact),https://www.carousell.sg/p/1432924882/,TowerFall Nintendo
Raw Data - Digital Codes,131,Lovers in a Dangerous Spacetime,matched (exact),https://www.carousell.sg/p/1432923628/,Lovers in a Dangerous Spacetime Nintendo
Raw Data - Digital Codes,132,Moving Out 2,matched (exact),https://www.carousell.sg/p/1432922684/,Moving Out 2 Nintendo
Raw Data - Digital Codes,133,Moving Out,matched (exact),https://www.carousell.sg/p/1432921726/,Moving Out Nintendo
Raw Data - Digital Codes,134,Human: Fall Flat,matched (exact),https://www.carousell.sg/p/1432919786/,Human: Fall Flat Nintendo
Raw Data - Digital Codes,135,Ultimate Chicken Horse,matched (exact),https://www.carousell.sg/p/1432919357/,Ultimate Chicken Horse Nintendo
Raw Data - Digital Codes,136,1-2-Switch,matched — VERIFY,https://www.carousell.sg/p/1432886355/,1-2-Switch 1 2
Raw Data - Digital Codes,137,Everybody 1-2-Switch!,matched — VERIFY,https://www.carousell.sg/p/1432885773/,Everybody 1-2-Switch! Everybody 1 2
Raw Data - Digital Codes,138,Expeditions: A MudRunner Game,matched (exact),https://www.carousell.sg/p/1432869432/,Expeditions: A MudRunner Game Nintendo
Raw Data - Digital Codes,139,Enter the Gungeon,matched (exact),https://www.carousell.sg/p/1432695977/,Enter the Gungeon Nintendo
Raw Data - Digital Codes,140,Exit the Gungeon,matched (exact),https://www.carousell.sg/p/1432695028/,Exit the Gungeon Nintendo
Raw Data - Digital Codes,141,The Legend of Zelda: Tears of the Kingdom – Nintendo Switch 2 Edition (Upgrade Pack),matched (exact),https://www.carousell.sg/p/1432474309/,The Legend of Zelda: Tears of the Kingdom
Raw Data - Digital Codes,142,The Legend of Zelda: Breath of the Wild – Nintendo Switch 2 Edition (Upgrade Pack),matched (exact),https://www.carousell.sg/p/1432473794/,The Legend of Zelda: Breath of the Wild
Raw Data - Digital Codes,143,Just Dance 2026 Edition,matched (exact),https://www.carousell.sg/p/1432269977/,Just Dance 2026 Edition Nintendo
Raw Data - Digital Codes,144,Metroid Dread,matched (exact),https://www.carousell.sg/p/1431964923/,Metroid Dread Nintendo
Raw Data - Digital Codes,145,Cyberpunk 2077: Ultimate Edition,matched (exact),https://www.carousell.sg/p/1431950774/,Cyberpunk 2077: Ultimate Edition Nintendo
Raw Data - Digital Codes,146,Sonic Racing: CrossWorlds - Nintendo Switch 2 Edition,matched (exact),https://www.carousell.sg/p/1431948420/,Sonic Racing: CrossWorlds Nintendo
Raw Data - Digital Codes,147,Sonic Racing: CrossWorlds,matched (exact),https://www.carousell.sg/p/1431948420/,Sonic Racing: CrossWorlds Nintendo
Raw Data - Digital Codes,148,Fast Fusion,matched (exact),https://www.carousell.sg/p/1431946971/,Fast Fusion Nintendo
Raw Data - Digital Codes,149,Need for Speed Hot Pursuit Remastered,matched (exact),https://www.carousell.sg/p/1431945412/,Need for Speed Hot Pursuit Remastered Nintendo
Raw Data - Digital Codes,150,Splatoon 3,matched (exact),https://www.carousell.sg/p/1431940019/,Splatoon 3 Nintendo
Raw Data - Digital Codes,151,Splatoon 3: Expansion Pass (DLC),matched (exact),https://www.carousell.sg/p/1431939669/,Splatoon 3: Expansion Pass Nintendo
Raw Data - Digital Codes,152,Pokemon Mystery Dungeon: Rescue Team DX,matched — VERIFY,https://www.carousell.sg/p/1431899500/,Pokémon Mystery Dungeon: Rescue Team DX Pokemon Nintendo
Raw Data - Digital Codes,153,Paper Mario: The Thousand-Year Door,matched (exact),https://www.carousell.sg/p/1431883877/,Paper Mario: The Thousand-Year Door Nintendo
Raw Data - Digital Codes,154,Paper Mario: The Origami King,matched (exact),https://www.carousell.sg/p/1431883079/,Paper Mario: The Origami King Nintendo
Raw Data - Digital Codes,155,Super Mario Maker 2,matched (exact),https://www.carousell.sg/p/1431881665/,Super Mario Maker 2 Nintendo
Raw Data - Digital Codes,156,The Legend of Zelda: Breath of the Wild Expansion Pass (DLC),matched (exact),https://www.carousell.sg/p/1431633421/,The Legend of Zelda: Breath of the Wild Expansion Pass Nintendo
Raw Data - Digital Codes,157,Mario Golf: Super Rush,matched (exact),https://www.carousell.sg/p/1431632176/,Mario Golf: Super Rush Nintendo
Raw Data - Digital Codes,158,New Super Mario Bros. U Deluxe,matched (exact),https://www.carousell.sg/p/1431617461/,New Super Mario Bros. U Deluxe Nintendo
Raw Data - Digital Codes,159,LEGO Party!,matched (exact),https://www.carousell.sg/p/1431485326/,LEGO Party! Nintendo
Raw Data - Digital Codes,160,PICO PARK 2,matched (exact),https://www.carousell.sg/p/1431062390/,PICO PARK 2 Nintendo
Raw Data - Digital Codes,161,PICO PARK,matched (exact),https://www.carousell.sg/p/1431062093/,PICO PARK Nintendo
Raw Data - Digital Codes,162,The Hidden Treasure of Area Zero DLC for Pokemon Scarlet (DLC),matched — VERIFY,https://www.carousell.sg/p/1431057593/,The Hidden Treasure of Area Zero DLC for Pokemon Scarlet Pokemon Violet Nintendo
Raw Data - Digital Codes,163,The Hidden Treasure of Area Zero DLC for Pokemon Violet (DLC),matched — VERIFY,https://www.carousell.sg/p/1431057593/,The Hidden Treasure of Area Zero DLC for Pokemon Scarlet Pokemon Violet Nintendo
Raw Data - Digital Codes,164,Celeste,matched (exact),https://www.carousell.sg/p/1430963336/,Celeste Nintendo
Raw Data - Digital Codes,165,Golf Story,matched (exact),https://www.carousell.sg/p/1430962075/,Golf Story Nintendo
Raw Data - Digital Codes,166,WarioWare: Move It!,matched — VERIFY,https://www.carousell.sg/p/1430911575/,WarioWare: Move It! Wario Ware Nintendo
Raw Data - Digital Codes,167,WarioWare: Get It Together!,matched — VERIFY,https://www.carousell.sg/p/1430911263/,WarioWare: Get It Together! Wario Ware Nintendo
Raw Data - Digital Codes,168,The Exit 8,matched (exact),https://www.carousell.sg/p/1430909700/,The Exit 8 Nintendo
Raw Data - Digital Codes,169,Donkey Kong Bananza: DK Island & Emerald Rush (DLC),matched (exact),https://www.carousell.sg/p/1430908522/,Donkey Kong Bananza: DK Island & Emerald Rush Nintendo
Raw Data - Digital Codes,170,Tomodachi Life: Living the Dream,matched (exact),https://www.carousell.sg/p/1432229533/,Tomodachi Life: Living the Dream Nintendo
Raw Data - Digital Codes,171,Super Smash Bros. Ultimate: Fighters Pass Vol. 1 (DLC),matched (exact),https://www.carousell.sg/p/1429967818/,Super Smash Bros. Ultimate: Fighters Pass Vol. 1 Nintendo
Raw Data - Digital Codes,172,Super Smash Bros. Ultimate: Fighters Pass Vol. 2 (DLC),matched (exact),https://www.carousell.sg/p/1429966798/,Super Smash Bros. Ultimate: Fighters Pass Vol. 2 Nintendo
Raw Data - Digital Codes,173,WWE 2K26 Standard Edition,matched — VERIFY,https://www.carousell.sg/p/1429921707/,WWE 2K26 Standard Edition WWE 2K26 WWE26 WWE 2K 26 Nintendo
Raw Data - Digital Codes,174,Super Smash Bros. Ultimate,matched (exact),https://www.carousell.sg/p/1429890020/,Super Smash Bros. Ultimate / Fighters Pass Vol. 1 / Vol. 2 DLC Nintendo
Raw Data - Digital Codes,175,Hades II,matched — VERIFY,https://www.carousell.sg/p/1429857257/,Hades II Hades 2 Nintendo
Raw Data - Digital Codes,176,Animal Crossing: New Horizons – Nintendo Switch 2 Edition (Upgrade Pack),matched (exact),https://www.carousell.sg/p/1429807290/,Animal Crossing: New Horizons Nintendo
Raw Data - Digital Codes,177,The Legend of Zelda: Skyward Sword HD,matched (exact),https://www.carousell.sg/p/1429511475/,The Legend of Zelda: Skyward Sword HD Nintendo
Raw Data - Digital Codes,178,A Little to the Left,matched (exact),https://www.carousell.sg/p/1429459510/,A Little to the Left Nintendo
Raw Data - Digital Codes,179,Slay the Spire,matched (exact),https://www.carousell.sg/p/1429452226/,Slay the Spire Nintendo
Raw Data - Digital Codes,180,Minecraft,matched — VERIFY,https://www.carousell.sg/p/1426836643/,Minecraft Mine Craft Nintendo
Raw Data - Digital Codes,181,"Snipperclips – Cut it out, together",matched (exact),https://www.carousell.sg/p/1429276644/,Snipperclips
Raw Data - Digital Codes,182,Rabbids: Party of Legends,matched (exact),https://www.carousell.sg/p/1428474788/,Rabbids: Party of Legends Nintendo
Raw Data - Digital Codes,183,Moonlight Peaks,matched (exact),https://www.carousell.sg/p/1450424361/,Moonlight Peaks Nintendo
Raw Data - Digital Codes,184,Moss: The Forgotten Relic,matched (exact),https://www.carousell.sg/p/1450651519/,Moss: The Forgotten Relic Nintendo
Raw Data - Digital Codes,185,The Legend of Zelda: Echoes of Wisdom,matched (exact),https://www.carousell.sg/p/1417881290/,The Legend of Zelda: Echoes of Wisdom
Raw Data - Digital Codes,186,The Legend of Zelda: Breath of the Wild,matched — VERIFY,https://www.carousell.sg/p/1386317567/,The Legend of Zelda: Breath of the Wild Zelda BOTW Expansion Pass Nintendo
Raw Data - Digital Codes,187,The Legend of Zelda: Breath of the Wild – Nintendo Switch 2 Edition,matched — VERIFY,https://www.carousell.sg/p/1386317567/,The Legend of Zelda: Breath of the Wild Zelda BOTW Expansion Pass Nintendo
Raw Data - Digital Codes,188,The Legend of Zelda: Tears of the Kingdom,matched — VERIFY,https://www.carousell.sg/p/1386293802/,The Legend of Zelda: Tears of the Kingdom Zelda TOTK Nintendo
Raw Data - Digital Codes,189,The Legend of Zelda: Tears of the Kingdom – Nintendo Switch 2 Edition,matched — VERIFY,https://www.carousell.sg/p/1386293802/,The Legend of Zelda: Tears of the Kingdom Zelda TOTK Nintendo
Raw Data - Digital Codes,190,The Legend of Zelda: Link’s Awakening,matched — VERIFY,https://www.carousell.sg/p/1417879159/,The Legend of Zelda: Link's Awakening Links Awakening
Raw Data - Digital Codes,191,FINAL FANTASY X/X-2 HD Remaster,matched (exact),https://www.carousell.sg/p/1452327574/,FINAL FANTASY X/X-2 HD Remaster Nintendo
Raw Data - Digital Codes,192,FINAL FANTASY X/X-2 HD Remaster,matched (exact),https://www.carousell.sg/p/1452327574/,FINAL FANTASY X/X-2 HD Remaster Nintendo
Raw Data - Digital Codes,193,Monster Hunter Stories 3: Twisted Reflection,matched (exact),https://www.carousell.sg/p/1426122741/,Monster Hunter Stories 3: Twisted Reflection Nintendo
Raw Data - Digital Codes,194,Pokemon Pokopia,matched — VERIFY,https://www.carousell.sg/p/1424382846/,Pokemon Pokopia Pokémon™ Pokopia / Expansion Pass DLC Nintendo
Raw Data - Digital Codes,195,Resident Evil Requiem,matched — VERIFY,https://www.carousell.sg/p/1424984930/,Resident Evil Requiem Biohazard RE9 RE 9 Resident Evil 9 Nintendo
Raw Data - Digital Codes,196,Kirby Air Riders,matched (exact),https://www.carousell.sg/p/1404419346/,Kirby Air Riders Nintendo
Raw Data - Digital Codes,197,Donkey Kong Bananza,matched (exact),https://www.carousell.sg/p/1381686379/,Donkey Kong Bananza / Donkey Kong™ Bananza: DK Island & Emerald Rush DLC
Raw Data - Digital Codes,198,Mario Tennis Fever,matched (exact),https://www.carousell.sg/p/1418114542/,Mario Tennis Fever Nintendo
Raw Data - Digital Codes,199,Mario Kart World,matched (exact),https://www.carousell.sg/p/1381681822/,Mario Kart World Nintendo
Raw Data - Digital Codes,200,Yoshi and the Mysterious Book,matched (exact),https://www.carousell.sg/p/1435002280/,Yoshi and the Mysterious Book Nintendo
Raw Data - Digital Codes,201,Pokemon Legends: Z-A,matched — VERIFY,https://www.carousell.sg/p/1396382401/,Pokémon™ Legends: Z-A Pokemon Legends ZA Nintendo
Raw Data - Digital Codes,202,Pokemon Legends: Z-A – Nintendo Switch 2 Edition,matched — VERIFY,https://www.carousell.sg/p/1396382401/,Pokémon™ Legends: Z-A Pokemon Legends ZA Nintendo
Raw Data - Digital Codes,203,Pokemon Legends: Z-A – Nintendo Switch 2 Edition (Upgrade Pack),matched (exact),https://www.carousell.sg/p/1428293481/,Pokémon Legends: Z-A
Raw Data - Digital Codes,204,Pokemon Legends: Z-A – Mega Dimension DLC (DLC),matched (exact),https://www.carousell.sg/p/1427655075/,Pokemon Legends: Z-A
Raw Data - Digital Codes,205,ELDEN RING Tarnished Edition,matched — VERIFY,https://www.carousell.sg/p/1452620281/,PREORDER EXCLUSIVE ELDEN RING Tarnished Edition Nintendo
Raw Data - Digital Codes,206,Xenoblade Chronicles 2 – Nintendo Switch 2 Edition (Upgrade Pack),matched (exact),https://www.carousell.sg/p/1452801671/,Xenoblade Chronicles 2
Raw Data - Digital Codes,207,Xenoblade Chronicles 2,matched (exact),https://www.carousell.sg/p/1452806214/,Xenoblade Chronicles 2 Nintendo
Raw Data - Digital Codes,208,Xenoblade Chronicles 2 – Nintendo Switch 2 Edition,matched (exact),https://www.carousell.sg/p/1452806214/,Xenoblade Chronicles 2 Nintendo
Raw Data - Digital Codes,209,Xenoblade Chronicles 2 Expansion Pass (DLC),matched (exact),https://www.carousell.sg/p/1452913221/,Xenoblade Chronicles 2 Expansion Pass Nintendo
Raw Data - Digital Codes,210,Balatro,matched (exact),https://www.carousell.sg/p/1453084239/,Balatro Nintendo
Raw Data - Digital Codes,211,Mortal Kombat 1,matched (exact),https://www.carousell.sg/p/1453536504/,Mortal Kombat 1 Nintendo
Raw Data - Digital Codes,212,FINAL FANTASY XIV Online - Starter Edition,matched (exact),https://www.carousell.sg/p/1453558913/,FINAL FANTASY XIV Online - Starter Edition Nintendo
Raw Data - Digital Codes,213,FINAL FANTASY XIV Online - Complete Edition,matched (exact),https://www.carousell.sg/p/1453562835/,FINAL FANTASY XIV Online - Complete Edition Nintendo
Raw Data - Digital Codes,214,FINAL FANTASY XIV Online - Complete Collector’s Edition,matched (exact),https://www.carousell.sg/p/1453564267/,FINAL FANTASY XIV Online - Complete Collector’s Edition Nintendo
Raw Data - Digital Codes,215,Stardew Valley,matched (exact),https://www.carousell.sg/p/1417883405/,Stardew Valley
Raw Data - Digital Codes,216,FINAL FANTASY XIV: Dawntrail (DLC),matched (exact),https://www.carousell.sg/p/1453625792/,FINAL FANTASY XIV: Dawntrail Nintendo
Raw Data - Digital Codes,217,Village in the Shade,matched (exact),https://www.carousell.sg/p/1453847772/,Village in the Shade ほの暮しの庭 Nintendo
Raw Data - Digital Codes,218,Village in the Shade – Nintendo Switch 2 Edition,matched (exact),https://www.carousell.sg/p/1453847772/,Village in the Shade ほの暮しの庭 Nintendo
Raw Data - Digital Codes,219,Pokemon Scarlet,matched (exact),https://www.carousell.sg/p/1397266049/,Pokemon Scarlet / Pokemon Violet / The Hidden Treasure of Area Zero DLC The Teal Mask & The Indigo Disk Nintendo
Raw Data - Digital Codes,220,Pokemon Violet,matched (exact),https://www.carousell.sg/p/1397266049/,Pokemon Scarlet / Pokemon Violet / The Hidden Treasure of Area Zero DLC The Teal Mask & The Indigo Disk Nintendo
Raw Data - Digital Codes,221,Super Mario Odyssey,matched (exact),https://www.carousell.sg/p/1400314447/,Super Mario Odyssey Nintendo
Raw Data - Digital Codes,222,Super Mario Party Jamboree,matched (exact),https://www.carousell.sg/p/1417300137/,Super Mario Party Jamboree
Raw Data - Digital Codes,223,Super Mario Party Jamboree – Nintendo Switch 2 Edition + Jamboree TV,matched (exact),https://www.carousell.sg/p/1417300137/,Super Mario Party Jamboree
Raw Data - Digital Codes,224,Super Mario Party Jamboree – Nintendo Switch 2 Edition + Jamboree TV (Upgrade Pack),matched (exact),https://www.carousell.sg/p/1453902917/,Super Mario Party Jamboree
Raw Data - Digital Codes,225,Mario Kart 8 Deluxe,matched (exact),https://www.carousell.sg/p/1417911050/,Mario Kart 8 Deluxe / DLC: Booster Course Pass
Raw Data - Digital Codes,226,Mario Kart 8 Deluxe – Booster Course Pass (DLC),matched (exact),https://www.carousell.sg/p/1417911050/,Mario Kart 8 Deluxe / DLC: Booster Course Pass
Raw Data - Digital Codes,227,Pokemon Sword,matched (exact),https://www.carousell.sg/p/1419652982/,Pokemon Sword / Pokemon Shield / DLC Expansion Pass The Isle of Armor / The Crown Tundra Nintendo
Raw Data - Digital Codes,228,Pokemon Sword Expansion Pass (DLC),matched — VERIFY,https://www.carousell.sg/p/1419659020/,DLC Expansion Pass for Pokemon Sword / Pokemon Shield / DLC Expansion Pass The Isle of Armor / The Crown Tundra Nintendo
Raw Data - Digital Codes,229,Pokemon Shield,matched (exact),https://www.carousell.sg/p/1419652982/,Pokemon Sword / Pokemon Shield / DLC Expansion Pass The Isle of Armor / The Crown Tundra Nintendo
Raw Data - Digital Codes,230,Pokemon Shield Expansion Pass (DLC),matched — VERIFY,https://www.carousell.sg/p/1419659020/,DLC Expansion Pass for Pokemon Sword / Pokemon Shield / DLC Expansion Pass The Isle of Armor / The Crown Tundra Nintendo
Raw Data - Digital Codes,231,"Pokemon: Let’s Go, Pikachu!",matched (exact),https://www.carousell.sg/p/1422460522/,"Pokemon: Let’s Go, Pikachu / Lets Go Eevee Pokémon Nintendo"
Raw Data - Digital Codes,232,"Pokemon: Let’s Go, Eevee!",matched — VERIFY,https://www.carousell.sg/p/1422460522/,"Pokemon: Let’s Go, Pikachu / Lets Go Eevee Pokémon Nintendo"
Raw Data - Digital Codes,233,Super Mario 3D World + Bowser’s Fury,matched — VERIFY,https://www.carousell.sg/p/1423099994/,Super Mario 3D World + Bowser’s Fury Bowser Fury Nintendo
Raw Data - Digital Codes,234,Animal Crossing: New Horizons,matched (exact),https://www.carousell.sg/p/1412062719/,Animal Crossing: New Horizons Nintendo
Raw Data - Digital Codes,235,Animal Crossing: New Horizons – Nintendo Switch 2 Edition,matched (exact),https://www.carousell.sg/p/1412062719/,Animal Crossing: New Horizons Nintendo
Raw Data - Digital Codes,236,Animal Crossing: New Horizons - Happy Home Paradise (DLC),matched (exact),https://www.carousell.sg/p/1412061337/,Animal Crossing: New Horizons - Happy Home Paradise Nintendo
Raw Data - Digital Codes,237,Pokemon Legends: Arceus,matched (exact),https://www.carousell.sg/p/1417877450/,Pokemon Legends: Arceus
Raw Data - Digital Codes,238,Split Fiction,matched (exact),https://www.carousell.sg/p/1385248977/,Split Fiction Nintendo
Raw Data - Digital Codes,239,Big Brain Academy: Brain vs. Brain,matched (exact),https://www.carousell.sg/p/1429413119/,Big Brain Academy: Brain vs. Brain Nintendo
Raw Data - Digital Codes,240,Clubhouse Games: 51 Worldwide Classics,matched (exact),https://www.carousell.sg/p/1429414347/,Clubhouse Games: 51 Worldwide Classics Nintendo
Raw Data - Digital Codes,241,Dr Kawashima's Brain Training for Nintendo Switch,matched (exact),https://www.carousell.sg/p/1429386453/,Dr Kawashima's Brain Training for Nintendo Switch Nintendo
Raw Data - Digital Codes,242,"Snipperclips – Cut it out, together! DLC (DLC)",matched (exact),https://www.carousell.sg/p/1429276644/,Snipperclips
Raw Data - Digital Codes,243,Super Mario Bros. Wonder,matched — VERIFY,https://www.carousell.sg/p/1428385324/,Super Mario Bros. Wonder Super Mario Bros Wonder / Meetup in Bellabel Park Nintendo
Raw Data - Digital Codes,244,Super Mario Bros. Wonder – Nintendo Switch 2 Edition + Meetup in Bellabel Park,matched — VERIFY,https://www.carousell.sg/p/1428385324/,Super Mario Bros. Wonder Super Mario Bros Wonder / Meetup in Bellabel Park Nintendo
Raw Data - Digital Codes,245,Super Mario Bros. Wonder – Nintendo Switch 2 Edition + Meetup in Bellabel Park (Upgrade Pack),matched — VERIFY,https://www.carousell.sg/p/1428157998/,Super Mario Bros Wonder Super Mario Bro Wonder
