sheet,row,title,status,carousell_url,listing_title
Raw Data,2,007 First Light,matched — VERIFY,https://www.carousell.sg/p/1440278940/,007 First Light James Bond
Raw Data,3,1-2-Switch,matched — VERIFY,https://www.carousell.sg/p/1444726436/,1-2-Switch 12Switch 1 2 Switch
Raw Data,4,13 Sentinels: Aegis Rim,no match,,
Raw Data,5,A Little to the Left,matched (exact),https://www.carousell.sg/p/1448803255/,A Little to the Left
Raw Data,6,Ace Angler: Fishing Spirits,no match,,
Raw Data,7,Ace Attorney Investigations Collection,no match,,
Raw Data,8,Ace Combat 7: Skies Unknown Deluxe Edition,no match,,
Raw Data,9,Animal Crossing: New Horizons,matched — VERIFY,https://www.carousell.sg/p/1385833161/,Animal Crossing: New Horizons ACNH Happy Home Paradise
Raw Data,10,Another Crab's Treasure,no match,,
Raw Data,11,ARC Raiders,matched (exact),https://www.carousell.sg/p/1411707696/,ARC Raiders
Raw Data,12,ARMS,matched (exact),https://www.carousell.sg/p/1446048870/,ARMS
Raw Data,13,Assassin's Creed Ezio Collection,no match,,
Raw Data,14,Assassin's Creed Shadows,matched — VERIFY,https://www.carousell.sg/p/1426609786/,Assassin’s Creed Shadows Assassin Creed AC Shadows
Raw Data,15,Assassin's Creed The Rebel Collection Black Flag,no match,,
Raw Data,16,ASTRAL CHAIN,matched (exact),https://www.carousell.sg/p/1425965791/,ASTRAL CHAIN
Raw Data,17,Atelier Ryza 3: Alchemist of the End & the Secret Key DX,no match,,
Raw Data,18,BANG! BANG! BANDITS,matched — VERIFY,https://www.carousell.sg/p/1429802804/,BANG! BANG! BANDITS BANG BANG BANDITS
Raw Data,19,Batman Arkham Trilogy,no match,,
Raw Data,20,Battlefield 6,matched — VERIFY,https://www.carousell.sg/p/1397290549/,Battlefield 6 BF 6 BF6
Raw Data,21,Bayonetta,matched (exact),https://www.carousell.sg/p/1441744558/,Bayonetta
Raw Data,22,Bayonetta 2,matched (exact),https://www.carousell.sg/p/1441745585/,Bayonetta 2
Raw Data,23,Bayonetta 3,matched (exact),https://www.carousell.sg/p/1441746157/,Bayonetta 3
Raw Data,24,Big Helmet Heroes,no match,,
Raw Data,25,Black Myth: Wukong,matched — VERIFY,https://www.carousell.sg/p/1430923983/,Black Myth: Wukong Wu Kong 黑神话 悟空
Raw Data,26,Boomerang Fu,matched (exact),https://www.carousell.sg/p/1443425239/,Boomerang Fu
Raw Data,27,Borderlands 3 Ultimate Edition,no match,,
Raw Data,28,BRAVELY DEFAULT FLYING FAIRY HD Remaster,matched (exact),https://www.carousell.sg/p/1384642106/,BRAVELY DEFAULT FLYING FAIRY HD Remaster
Raw Data,29,Call of Duty: Black Ops 7,matched — VERIFY,https://www.carousell.sg/p/1403126435/,Call of Duty: Black Ops 7 COD 7 BO7
Raw Data,30,Capcom Fighting Collection 1 + 2 Bundle,no match,,
Raw Data,31,Capcom Fighting Collection 2,no match,,
Raw Data,32,Cardfight!! Vanguard Dear Days,no match,,
Raw Data,33,Cardfight!! Vanguard Dear Days 2,no match,,
Raw Data,34,Cat Quest III,matched — VERIFY,https://www.carousell.sg/p/1440907459/,Cat Quest III Cat Quest 3
Raw Data,35,Celeste,matched (exact),https://www.carousell.sg/p/1441811907/,Celeste
Raw Data,36,Chained Echoes,no match,,
Raw Data,37,Cities Skylines,no match,,
Raw Data,38,Clair Obscur: Expedition 33,matched (exact),https://www.carousell.sg/p/1418869771/,Clair Obscur: Expedition 33
Raw Data,39,Clubhouse Games: 51 Worldwide Classics,matched (exact),https://www.carousell.sg/p/1430543619/,Clubhouse Games: 51 Worldwide Classics
Raw Data,40,Contra: Operation Galuga,no match,,
Raw Data,41,Crimson Desert,matched (exact),https://www.carousell.sg/p/1427491555/,Crimson Desert
Raw Data,42,CRISIS CORE –FINAL FANTASY VII– REUNION,no match,,
Raw Data,43,Cronos: The New Dawn,matched (exact),https://www.carousell.sg/p/1391242594/,Cronos: The New Dawn
Raw Data,44,Crysis Remastered Trilogy,no match,,
Raw Data,45,Cyberpunk 2077: Ultimate Edition,matched (exact),https://www.carousell.sg/p/1431228057/,Cyberpunk 2077: Ultimate Edition
Raw Data,46,Daemon X Machina: Titanic Scion,matched (exact),https://www.carousell.sg/p/1391040789/,Daemon X Machina: Titanic Scion
Raw Data,47,Dark Souls Remastered,no match,,
Raw Data,48,DAVE THE DIVER,matched (exact),https://www.carousell.sg/p/1445282415/,DAVE THE DIVER + In the Jungle DLC
Raw Data,49,DAVE THE DIVER + In the Jungle DLC Bundle,matched — VERIFY,https://www.carousell.sg/p/1445282415/,DAVE THE DIVER + In the Jungle DLC
Raw Data,50,Death Stranding 2: On the Beach,matched (exact),https://www.carousell.sg/p/1415704394/,Death Stranding 2: On the Beach
Raw Data,51,Demon Slayer - Kimetsu no Yaiba - The Hinokami Chronicles 2,matched — VERIFY,https://www.carousell.sg/p/1431523921/,Demon Slayer - Kimetsu no Yaiba - The Hinokami Chronicles 2 Deluxe Edition DLC
Raw Data,52,Demon Slayer - Kimetsu no Yaiba - The Hinokami Chronicles Ultimate Edition,matched — VERIFY,https://www.carousell.sg/p/1431522610/,Demon Slayer - Kimetsu no Yaiba - The Hinokami Chronicles Ultimate Edition DLC
Raw Data,53,Demon Slayer - Kimetsu no Yaiba- The Hinokami Chronicles,matched — VERIFY,https://www.carousell.sg/p/1431522610/,Demon Slayer - Kimetsu no Yaiba - The Hinokami Chronicles Ultimate Edition DLC
Raw Data,54,Devil May Cry 5 Devil Hunter Edition,matched (exact),https://www.carousell.sg/p/1444313419/,Devil May Cry 5 Devil Hunter Edition
Raw Data,55,Diablo II: Resurrected,no match,,
Raw Data,56,Diablo IV,matched (exact),https://www.carousell.sg/p/1438783350/,Diablo IV
Raw Data,57,Diablo IV: Age of Hatred Collection,matched (exact),https://www.carousell.sg/p/1438786389/,Diablo IV: Age of Hatred Collection
Raw Data,58,Diablo IV: Lord of Hatred,matched (exact),https://www.carousell.sg/p/1438758982/,Diablo IV: Lord of Hatred
Raw Data,59,Digimon Story Time Stranger,matched (exact),https://www.carousell.sg/p/1396137506/,Digimon Story Time Stranger
Raw Data,60,Digimon Story Time Stranger,matched (exact),https://www.carousell.sg/p/1448156678/,Digimon Story Time Stranger
Raw Data,61,Digimon Story Time Stranger Ultimate Edition,matched (exact),https://www.carousell.sg/p/1449166202/,Digimon Story Time Stranger Ultimate Edition
Raw Data,62,Directive 8020,matched (exact),https://www.carousell.sg/p/1437761246/,Directive 8020
Raw Data,63,Disco Elysium - The Final Cut,no match,,
Raw Data,64,Disney Dreamlight Valley,matched (exact),https://www.carousell.sg/p/1443749157/,Disney Dreamlight Valley
Raw Data,65,Divinity: Original Sin 2 - Definitive Edition,no match,,
Raw Data,66,Donkey Kong Bananza,matched (exact),https://www.carousell.sg/p/1417518603/,Donkey Kong Bananza
Raw Data,67,Donkey Kong Country Tropical Freeze,no match,,
Raw Data,68,Doraemon Dorayaki Shop Story,no match,,
Raw Data,69,Doraemon Story of Seasons: Friends of the Great Kingdom,no match,,
Raw Data,70,Dr Kawashima’s Brain Training for Nintendo Switch,matched (exact),https://www.carousell.sg/p/1439504452/,Dr Kawashima's Brain Training for Nintendo Switch
Raw Data,71,Drag x Drive,matched (exact),https://www.carousell.sg/p/1388228986/,Drag x Drive for Nintendo
Raw Data,72,DRAGON BALL FighterZ - Legendary Edition,no match,,
Raw Data,73,DRAGON BALL XENOVERSE 2 for Nintendo Switch,no match,,
Raw Data,74,DRAGON BALL Z: KAKAROT + A NEW POWER AWAKENS SET,no match,,
Raw Data,75,Dragon Quest Builders 2,no match,,
Raw Data,76,DRAGON QUEST VII Reimagined,matched — VERIFY,https://www.carousell.sg/p/1422765280/,DRAGON QUEST VII Reimagined Dragon Quest 7 Reimagined
Raw Data,77,DRAGON QUEST XI S: Echoes of an Elusive Age – Definitive Edition,matched (exact),https://www.carousell.sg/p/1432870829/,DRAGON QUEST XI S: Echoes of an Elusive Age
Raw Data,78,Dying Light: Definitive Edition,no match,,
Raw Data,79,Dying Light: Definitive Edition & Call of Juarez: Gunslinger,no match,,
Raw Data,80,Dying Light: The Beast,matched (exact),https://www.carousell.sg/p/1403145876/,Dying Light: The Beast
Raw Data,81,DYNASTY WARRIORS: ORIGINS,matched (exact),https://www.carousell.sg/p/1420220119/,DYNASTY WARRIORS: ORIGINS
Raw Data,82,EA SPORTS FC 25,no match,,
Raw Data,83,EA SPORTS FC 26,matched — VERIFY,https://www.carousell.sg/p/1395076875/,EA SPORTS FC 26 FC26 FC 26 FIFA 2026
Raw Data,84,EA SPORTS FC 26,matched — VERIFY,https://www.carousell.sg/p/1396398618/,EA SPORTS FC™ 26 FC26
Raw Data,85,Eastward,no match,,
Raw Data,86,eFootball Kick-Off!,matched — VERIFY,https://www.carousell.sg/p/1443594320/,eFootball Kick-Off! Kick Off! Kickoff PES
Raw Data,87,Enter x Exit the Gungeon,matched (exact),https://www.carousell.sg/p/1443223022/,Enter x Exit the Gungeon
Raw Data,88,Everafter Falls,no match,,
Raw Data,89,Everybody 1-2-Switch!,matched — VERIFY,https://www.carousell.sg/p/1444725694/,Everybody 1-2-Switch! 12Switch 1 2 Switch
Raw Data,90,F1 25,matched (exact),https://www.carousell.sg/p/1412404099/,F1 25
Raw Data,91,Fallout 4: Anniversary Edition,matched (exact),https://www.carousell.sg/p/1430309331/,Fallout 4: Anniversary Edition
Raw Data,92,FANTASY LIFE i: The Girl Who Steals Time,matched (exact),https://www.carousell.sg/p/1402968583/,FANTASY LIFE i: The Girl Who Steals Time
Raw Data,93,FANTASY LIFE i: The Girl Who Steals Time Nintendo Switch 2 Edition,matched (exact),https://www.carousell.sg/p/1402968583/,FANTASY LIFE i: The Girl Who Steals Time
Raw Data,94,Fashion Dreamer,no match,,
Raw Data,95,FINAL FANTASY TACTICS - The Ivalice Chronicles,matched (exact),https://www.carousell.sg/p/1444597028/,FINAL FANTASY TACTICS - The Ivalice Chronicles
Raw Data,96,FINAL FANTASY VII REBIRTH,matched — VERIFY,https://www.carousell.sg/p/1441528671/,FINAL FANTASY VII REBIRTH FINAL FANTASY 7
Raw Data,97,FINAL FANTASY VII REMAKE INTERGRADE,matched — VERIFY,https://www.carousell.sg/p/1420234398/,FINAL FANTASY VII REMAKE INTERGRADE FINAL FANTASY 7
Raw Data,98,Fire Emblem Engage,no match,,
Raw Data,99,Fire Emblem: Three Houses,matched (exact),https://www.carousell.sg/p/1432337812/,Fire Emblem: Three Houses
Raw Data,100,Fishing Star World Tour,no match,,
Raw Data,101,Fitness Boxing 3: Your Personal Trainer,matched (exact),https://www.carousell.sg/p/1448805258/,Fitness Boxing 3: Your Personal Trainer
Raw Data,102,Fitness Boxing feat Hatsune Miku,no match,,
Raw Data,103,FRONT MISSION 2: Remake,no match,,
Raw Data,104,Ghost of Yōtei,matched (exact),https://www.carousell.sg/p/1395465154/,Ghost of Yotei
Raw Data,105,Granblue Fantasy: Relink - Endless Ragnarok (Special Edition),matched — VERIFY,https://www.carousell.sg/p/1449164418/,Granblue Fantasy: Relink - Endless Ragnarok (Special Edition) Grandblue
Raw Data,106,Grand Theft Auto: The Trilogy – The Definitive Edition,no match,,
Raw Data,107,Grounded,no match,,
Raw Data,108,Gundam Breaker 4,no match,,
Raw Data,109,Hades II,matched (exact),https://www.carousell.sg/p/1394791414/,Hades 2 / Hades II
Raw Data,110,Hello Kitty Island Adventure,no match,,
Raw Data,111,HITMAN World of Assassination - Signature Edition,matched (exact),https://www.carousell.sg/p/1430717709/,HITMAN World of Assassination - Signature Edition
Raw Data,112,Hogwarts Legacy,matched — VERIFY,https://www.carousell.sg/p/1380592490/,Hogwarts Legacy Digital Deluxe Edition
Raw Data,113,Hogwarts Legacy Switch 2,no match,,
Raw Data,114,Hollow Knight,matched (exact),https://www.carousell.sg/p/1441844137/,Hollow Knight
Raw Data,115,Hollow Knight: Silksong,matched (exact),https://www.carousell.sg/p/1390858237/,Hollow Knight: Silksong
Raw Data,116,Human: Fall Flat,no match,,
Raw Data,117,Hyrule Warriors: Age of Imprisonment,matched — VERIFY,https://www.carousell.sg/p/1402571079/,Hyrule Warriors: Age of Imprisonment Zelda
Raw Data,118,INAZUMA ELEVEN: Victory Road,matched (exact),https://www.carousell.sg/p/1444597564/,INAZUMA ELEVEN: Victory Road
Raw Data,119,Indiana Jones and the Great Circle,matched (exact),https://www.carousell.sg/p/1437956005/,Indiana Jones and the Great Circle
Raw Data,120,inKONBINI: One Store. Many Stories,matched (exact),https://www.carousell.sg/p/1443763086/,inKONBINI: One Store. Many Stories
Raw Data,121,Inscryption,no match,,
Raw Data,122,Is This Seat Taken?,matched (exact),https://www.carousell.sg/p/1445444285/,Is This Seat Taken?
Raw Data,123,It Takes Two,matched (exact),https://www.carousell.sg/p/1429638885/,It Takes Two
Raw Data,124,JoJo's Bizarre Adventure: All-Star Battle R,no match,,
Raw Data,125,Just Dance 2025 Edition,no match,,
Raw Data,126,JUST DANCE 2026 EDITION,matched (exact),https://www.carousell.sg/p/1400316427/,JUST DANCE 2026 EDITION
Raw Data,127,Kingdom Come Deliverance: Royal Edition,no match,,
Raw Data,128,Kingdom Come: Deliverance II,matched — VERIFY,https://www.carousell.sg/p/1429793824/,Kingdom Come: Deliverance II Deliverance 2
Raw Data,129,Kirby Air Riders,matched (exact),https://www.carousell.sg/p/1405011812/,Kirby Air Riders
Raw Data,130,Kirby and the Forgotten Land,matched (exact),https://www.carousell.sg/p/1388709272/,Kirby and the Forgotten Land + Star-Crossed World
Raw Data,131,Kirby Star Allies,no match,,
Raw Data,132,Kirby’s Return to Dream Land Deluxe,no match,,
Raw Data,133,LEGO Batman: Legacy of the Dark Knight,matched (exact),https://www.carousell.sg/p/1437951711/,LEGO Batman: Legacy of the Dark Knight
Raw Data,134,LEGO Horizon Adventures,no match,,
Raw Data,135,LEGO Marvel Super Heroes 2,matched (exact),https://www.carousell.sg/p/1429078945/,LEGO Marvel Super Heroes 2
Raw Data,136,LEGO Party!,matched (exact),https://www.carousell.sg/p/1431485966/,LEGO Party!
Raw Data,137,"Little Kitty, Big City",no match,,
Raw Data,138,Little Nightmares 3,matched (exact),https://www.carousell.sg/p/1397661041/,Little Nightmares 3
Raw Data,139,Little Nightmares 3,matched (exact),https://www.carousell.sg/p/1397333627/,Little Nightmares 3
Raw Data,140,Little Nightmares I & II Bundle,no match,,
Raw Data,141,Lost in Random: The Eternal Die,no match,,
Raw Data,142,Luigi's Mansion 2 HD,no match,,
Raw Data,143,Luigi’s Mansion 3,matched — VERIFY,https://www.carousell.sg/p/1433602759/,Luigi’s Mansion 3 Luigi Mansion III
Raw Data,144,LumenTale: Memories of Trey,matched (exact),https://www.carousell.sg/p/1440986734/,LumenTale: Memories of Trey
Raw Data,145,Mario Golf: Super Rush,no match,,
Raw Data,146,Mario Kart 8 Deluxe,matched (exact),https://www.carousell.sg/p/1389220956/,Mario Kart 8 Deluxe
Raw Data,147,Mario Kart World,matched (exact),https://www.carousell.sg/p/1444880517/,Mario Kart World
Raw Data,148,Mario Party Superstars,no match,,
Raw Data,149,Mario Tennis Aces,matched (exact),https://www.carousell.sg/p/1433049872/,Mario Tennis Aces
Raw Data,150,Mario Tennis Fever,matched (exact),https://www.carousell.sg/p/1420998786/,Mario Tennis Fever
Raw Data,151,MARVEL vs. CAPCOM Fighting Collection: Arcade Classics,no match,,
Raw Data,152,Marvel's Spider-Man Remastered,matched — VERIFY,https://www.carousell.sg/p/1438664681/,Marvel’s Spider-Man Remastered Spiderman
Raw Data,153,Melatonin,no match,,
Raw Data,154,Metroid Dread,matched (exact),https://www.carousell.sg/p/1432342235/,Metroid Dread
Raw Data,155,Metroid Prime 4: Beyond,matched (exact),https://www.carousell.sg/p/1410094131/,Metroid Prime 4: Beyond
Raw Data,156,Microsoft Flight Simulator 2024,matched (exact),https://www.carousell.sg/p/1412547807/,Microsoft Flight Simulator 2024
Raw Data,157,Mina the Hollower,matched (exact),https://www.carousell.sg/p/1443015827/,Mina the Hollower
Raw Data,158,Minecraft,matched (exact),https://www.carousell.sg/p/1443762461/,Minecraft
Raw Data,159,Minecraft Dungeons,no match,,
Raw Data,160,NEW MONOPOLY,no match,,
Raw Data,161,MONOPOLY Madness,no match,,
Raw Data,162,Monster Hunter Rise,no match,,
Raw Data,163,Monster Hunter Stories 2: Wings of Ruin,no match,,
Raw Data,164,Monster Hunter Stories 3: Twisted Reflection,matched (exact),https://www.carousell.sg/p/1426139452/,Monster Hunter Stories 3: Twisted Reflection
Raw Data,165,Monster Hunter Stories 3: Twisted Reflection,matched (exact),https://www.carousell.sg/p/1425853320/,Monster Hunter Stories 3: Twisted Reflection
Raw Data,166,Mortal Kombat 1,no match,,
Raw Data,167,Mortal Kombat 11 Ultimate,no match,,
Raw Data,168,Moving Out,matched (exact),https://www.carousell.sg/p/1441750201/,Moving Out
Raw Data,169,Moving Out & Moving Out 2 Bundle,matched (exact),https://www.carousell.sg/p/1441749212/,Moving Out & Moving Out 2 Bundle
Raw Data,170,Moving Out 2,matched (exact),https://www.carousell.sg/p/1441798479/,Moving Out 2
Raw Data,171,NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst,no match,,
Raw Data,172,NBA 2K24 Kobe Bryant Edition,no match,,
Raw Data,173,NBA 2K25,no match,,
Raw Data,174,NBA 2K26,matched (exact),https://www.carousell.sg/p/1413767493/,NBA 2K26
Raw Data,175,NBA 2K26,matched — VERIFY,https://www.carousell.sg/p/1395085260/,NBA 2K26 NBA2K26 2K 26
Raw Data,176,Need for Speed Hot Pursuit Remastered,no match,,
Raw Data,177,New Super Mario Bros. U Deluxe,matched (exact),https://www.carousell.sg/p/1440444699/,New Super Mario Bros. U Deluxe
Raw Data,178,Nine Sols,no match,,
Raw Data,179,NINJA GAIDEN 4,matched (exact),https://www.carousell.sg/p/1398081581/,NINJA GAIDEN 4
Raw Data,180,Ninja Gaiden Ragebound,no match,,
Raw Data,181,Nintendo Switch 2 Welcome Tour,no match,,
Raw Data,182,Nintendo Switch Sports,matched (exact),https://www.carousell.sg/p/1400319632/,Nintendo Switch Sports
Raw Data,183,Nioh 3,matched (exact),https://www.carousell.sg/p/1420060099/,Nioh 3
Raw Data,184,No Man's Sky,no match,,
Raw Data,185,NOBUNAGA'S AMBITION: Awakening,no match,,
Raw Data,186,NOBUNAGA'S AMBITION: Awakening Complete Edition,no match,,
Raw Data,187,Octopath Traveler,matched (exact),https://www.carousell.sg/p/1433215684/,Octopath Traveler
Raw Data,188,OCTOPATH TRAVELER II,matched — VERIFY,https://www.carousell.sg/p/1433320265/,OCTOPATH TRAVELER II 2
Raw Data,189,One Piece Pirate Warriors 4,no match,,
Raw Data,190,Outer Wilds,matched (exact),https://www.carousell.sg/p/1445259578/,Outer Wilds
Raw Data,191,Overcooked! All You Can Eat,matched (exact),https://www.carousell.sg/p/1444911524/,Overcooked! All You Can Eat
Raw Data,192,Paper Mario: The Origami King,no match,,
Raw Data,193,PARANORMASIGHT: The Seven Mysteries of Honjo,no match,,
Raw Data,194,PATAPON 1+2 REPLAY,no match,,
Raw Data,195,Paw Patrol World,no match,,
Raw Data,196,Persona 3 Reload,matched (exact),https://www.carousell.sg/p/1440914642/,Persona 3 Reload
Raw Data,197,Persona 4 Golden,no match,,
Raw Data,198,Persona 5 Royal,no match,,
Raw Data,199,Phoenix Wright Ace Attorney Trilogy,no match,,
Raw Data,200,Pico Park,no match,,
Raw Data,201,PICO PARK 1+2,matched — VERIFY,https://www.carousell.sg/p/1440991645/,PICO PARK 1+2 PICO PARK 1 & 2
Raw Data,202,PICO PARK 2,no match,,
Raw Data,203,Pikmin 1+2 Bundle,no match,,
Raw Data,204,Pikmin 3 Deluxe,no match,,
Raw Data,205,Pikmin 4,no match,,
Raw Data,206,Plants vs. Zombies : Replanted,matched (exact),https://www.carousell.sg/p/1400317632/,Plants vs. Zombies : Replanted
Raw Data,207,Plants vs. Zombies: Battle for Neighborville Complete Edition,no match,,
Raw Data,208,Pokemon Brilliant Diamond,matched (exact),https://www.carousell.sg/p/1437324661/,Pokemon Brilliant Diamond / Pokemon Shining Pearl
Raw Data,209,(English) Pokemon FireRed Version,matched — VERIFY,https://www.carousell.sg/p/1444234941/,Pokemon FireRed Version Fire Red
Raw Data,210,Pokemon LeafGreen Version,matched — VERIFY,https://www.carousell.sg/p/1444236706/,Pokemon LeafGreen Version Leaf Green
Raw Data,211,Pokemon Legends: Arceus,matched — VERIFY,https://www.carousell.sg/p/1380611029/,Pokemon Legends: Arceus Pokémon
Raw Data,212,Pokemon Legends: Z-A,matched — VERIFY,https://www.carousell.sg/p/1398452532/,Pokémon Legends: Z-A Pokemon Legends ZA
Raw Data,213,Pokemon Pokopia,matched — VERIFY,https://www.carousell.sg/p/1424583213/,Pokemon Pokopia Pokepia
Raw Data,214,Pokemon Pokopia Bundle (Game + Expansion Pass),matched (exact),https://www.carousell.sg/p/1446043599/,Pokemon Pokopia Bundle (Game + Expansion Pass)
Raw Data,215,Pokemon Scarlet,matched (exact),https://www.carousell.sg/p/1453539027/,Pokemon Scarlet
Raw Data,216,Pokemon Shield,matched (exact),https://www.carousell.sg/p/1449349010/,Pokemon Shield
Raw Data,217,Pokemon Shining Pearl,matched (exact),https://www.carousell.sg/p/1437324661/,Pokemon Brilliant Diamond / Pokemon Shining Pearl
Raw Data,218,Pokemon Sword,matched (exact),https://www.carousell.sg/p/1449348547/,Pokemon Sword
Raw Data,219,Pokemon Violet,matched (exact),https://www.carousell.sg/p/1453545526/,Pokemon Violet
Raw Data,220,"Pokemon: Let’s Go, Eevee!",matched (exact),https://www.carousell.sg/p/1437327250/,"Pokemon: Let’s Go, Pikachu! / Pokemon: Let’s Go, Eevee!"
Raw Data,221,"Pokemon: Let’s Go, Pikachu!",matched (exact),https://www.carousell.sg/p/1437327250/,"Pokemon: Let’s Go, Pikachu! / Pokemon: Let’s Go, Eevee!"
Raw Data,222,Pokken Tournament DX,no match,,
Raw Data,223,PRAGMATA,matched (exact),https://www.carousell.sg/p/1432255218/,PRAGMATA
Raw Data,224,PRAGMATA,matched (exact),https://www.carousell.sg/p/1432657457/,Pragmata
Raw Data,225,Prince of Persia The Lost Crown,no match,,
Raw Data,226,Princess Peach Showtime,no match,,
Raw Data,227,Puyo Puyo Tetris,no match,,
Raw Data,228,Puyo Puyo Tetris 2,no match,,
Raw Data,229,Puyo Puyo Tetris 2S,no match,,
Raw Data,230,Rabbids: Party of Legends,matched (exact),https://www.carousell.sg/p/1389031617/,Rabbids: Party of Legends
Raw Data,231,REANIMAL,matched (exact),https://www.carousell.sg/p/1421218250/,REANIMAL
Raw Data,232,REANIMAL,matched (exact),https://www.carousell.sg/p/1421202335/,REANIMAL
Raw Data,233,Red Dead Redemption,no match,,
Raw Data,234,Resident Evil 7 biohazard Gold Edition,matched — VERIFY,https://www.carousell.sg/p/1426612212/,Resident Evil 7 biohazard Gold Edition RE7 RE 7
Raw Data,235,Resident Evil Requiem,no match,,
Raw Data,236,Resident Evil Requiem,no match,,
Raw Data,237,Resident Evil Village Gold Edition,no match,,
Raw Data,238,Rhythm Heaven Groove,matched — VERIFY,https://www.carousell.sg/p/1445878895/,Rhythm Heaven Groove Music
Raw Data,239,Richman 11,no match,,
Raw Data,240,Ring Fit Adventure,matched (exact),https://www.carousell.sg/p/1445503170/,Ring Fit Adventure for Nintendo Switch
Raw Data,241,Rise of the Tomb Raider: 20 Year Celebration,matched (exact),https://www.carousell.sg/p/1444401271/,Rise of the Tomb Raider: 20 Year Celebration
Raw Data,242,Rune Factory 4 Special,no match,,
Raw Data,243,Rune Factory: Guardians of Azuma,matched (exact),https://www.carousell.sg/p/1402667563/,Rune Factory: Guardians of Azuma
Raw Data,244,Rune Factory: Guardians of Azuma – Nintendo Switch 2 Edition,matched (exact),https://www.carousell.sg/p/1402667563/,Rune Factory: Guardians of Azuma
Raw Data,245,S.T.A.L.K.E.R. 2: Heart of Chornobyl,matched — VERIFY,https://www.carousell.sg/p/1415700118/,S.T.A.L.K.E.R. 2: Heart of Chornobyl STALKER 2
Raw Data,246,SAROS,matched (exact),https://www.carousell.sg/p/1434856082/,SAROS
Raw Data,247,SD Gundam Battle Alliance,no match,,
Raw Data,248,Shin chan: Me and the Professor on Summer Vacation The Endless Seven Day Journey,matched (exact),https://www.carousell.sg/p/1443212882/,Shin chan: Me and the Professor on Summer Vacation The Endless Seven Day Journey
Raw Data,249,Shin chan: Shiro and the Coal Town,matched — VERIFY,https://www.carousell.sg/p/1443176508/,Shin chan: Shiro and the Coal Town 蜡笔小新 Shinchan
Raw Data,250,Sid Meier's Civilization VII,no match,,
Raw Data,251,Sid Meier's Civilization VII – Nintendo Switch 2 Edition,no match,,
Raw Data,252,Silent Hill F,matched (exact),https://www.carousell.sg/p/1398020586/,Silent Hill f
Raw Data,253,Slime Rancher: Plortable Edition,no match,,
Raw Data,254,Sniper Elite 4,no match,,
Raw Data,255,"Snipperclips – Cut it out, together!",matched (exact),https://www.carousell.sg/p/1441234955/,Snipperclips
Raw Data,256,Sonic Racing: CrossWorlds,matched (exact),https://www.carousell.sg/p/1429792797/,Sonic Racing: CrossWorlds
Raw Data,257,Sonic Racing: CrossWorlds,matched (exact),https://www.carousell.sg/p/1394649173/,Sonic Racing: CrossWorlds
Raw Data,258,Spiritfarer,matched (exact),https://www.carousell.sg/p/1444937870/,Spiritfarer
Raw Data,259,Split Fiction,matched (exact),https://www.carousell.sg/p/1429789928/,Split Fiction
Raw Data,260,Split Fiction,matched (exact),https://www.carousell.sg/p/1431226238/,Split Fiction
Raw Data,261,Star Fox,matched — VERIFY,https://www.carousell.sg/p/1445325261/,Star Fox StarFox
Raw Data,262,Star Ocean The Second Story R,no match,,
Raw Data,263,Star Wars Outlaws Gold Edition,matched (exact),https://www.carousell.sg/p/1391078293/,Star Wars Outlaws Gold Edition
Raw Data,264,Stardew Valley,matched (exact),https://www.carousell.sg/p/1438350836/,Stardew Valley
Raw Data,265,Starfield,matched (exact),https://www.carousell.sg/p/1431055539/,Starfield
Raw Data,266,Stick Fight The Game,no match,,
Raw Data,267,Story of Seasons Friends of Mineral Town,no match,,
Raw Data,268,Story Of Seasons Pioneers Of Olive Town,no match,,
Raw Data,269,Stray,matched (exact),https://www.carousell.sg/p/1445293227/,Stray
Raw Data,270,Street Fighter 6,no match,,
Raw Data,271,Street Fighter 6 Years 1-2 Fighters Edition,matched (exact),https://www.carousell.sg/p/1417523846/,Street Fighter 6 Years 1-2 Fighters Edition
Raw Data,272,Subnautica,no match,,
Raw Data,273,Sun Haven,no match,,
Raw Data,274,Super Mario 3D World + Bowser's Fury,matched (exact),https://www.carousell.sg/p/1431615493/,Super Mario 3D World + Bowser’s Fury
Raw Data,275,Super Mario 3D World + Bowser’s Fury,matched (exact),https://www.carousell.sg/p/1431615493/,Super Mario 3D World + Bowser’s Fury
Raw Data,276,Super Mario Bros Wonder – Nintendo Switch 2 Edition + Meetup in Bellabel Park,matched (exact),https://www.carousell.sg/p/1428347451/,Super Mario Bros Wonder
Raw Data,277,Super Mario Bros. Wonder,matched (exact),https://www.carousell.sg/p/1428347451/,Super Mario Bros Wonder
Raw Data,278,Super Mario Galaxy + Super Mario Galaxy 2,no match,,
Raw Data,279,Super Mario Maker 2,no match,,
